ref,date,size,price,direction,parent,pnl $,pair,pnl %,exit_price,exit_date,duration,order_close
7543,2022-01-17 16:00:00,-2389.954543064591,0.1672,short,7543,-2.7130763972869785,DOGEUSDT,-0.6789473684210665,0.168,2022-01-20 12:00:00,2 days 20:00:00,TRAILING STOP
7545,2022-01-26 12:00:00,2644.5217123535353,0.1509,long,7545,-20.731080056176,DOGEUSDT,-5.194999999999997,0.143355,2022-01-26 20:00:00,0 days 08:00:00,TRAILING STOP
7547,2022-02-07 12:00:00,2510.5928318935194,0.1573,long,7547,3.787417581373819,DOGEUSDT,0.9590432294977883,0.15912500000000002,2022-02-08 08:00:00,0 days 20:00:00,TRAILING STOP
7549,2022-02-24 20:00:00,-3214.2402863227935,0.1231,short,7549,-19.581280393889905,DOGEUSDT,-4.948854589764418,0.12894,2022-02-26 00:00:00,1 days 04:00:00,TRAILING STOP
7551,2022-03-24 00:00:00,3018.1867142626575,0.1299,long,7551,2.834077324692739,DOGEUSDT,0.7228637413395184,0.13110000000000002,2022-03-25 16:00:00,1 days 16:00:00,TRAILING STOP
7553,2022-03-28 00:00:00,2709.4398116506613,0.1447,long,7553,-4.938943002264606,DOGEUSDT,-1.2597546648237792,0.143165,2022-03-28 20:00:00,0 days 20:00:00,TRAILING STOP
7555,2022-03-31 16:00:00,-2771.5303323538355,0.1411,short,7555,-2.585422070536308,DOGEUSDT,-0.6611268603827155,0.14175000000000001,2022-04-01 20:00:00,1 days 04:00:00,TRAILING STOP
7557,2022-04-04 16:00:00,2715.9382563036866,0.1438,long,7557,54.20234643271721,DOGEUSDT,13.878397079276755,0.164065,2022-04-06 00:00:00,1 days 08:00:00,TRAILING STOP
7559,2022-04-07 12:00:00,-2728.6219750611217,0.1471,short,7559,-13.4352570963553,DOGEUSDT,-3.3472637661454723,0.151725,2022-04-08 04:00:00,0 days 16:00:00,TRAILING STOP
7561,2022-04-26 12:00:00,2502.9409515481702,0.1594,long,7561,-33.3036317131096,DOGEUSDT,-8.347427854454194,0.1464,2022-04-26 16:00:00,0 days 04:00:00,TRAILING STOP
7563,2022-04-27 12:00:00,-2808.265679358817,0.1397,short,7563,-13.92640012386636,DOGEUSDT,-3.549803149606308,0.144375,2022-04-29 04:00:00,1 days 16:00:00,TRAILING STOP
7565,2022-05-10 00:00:00,-3822.691048863402,0.1018,short,7565,-22.58942821504849,DOGEUSDT,-5.804813359528484,0.1075,2022-05-10 04:00:00,0 days 04:00:00,TRAILING STOP
7567,2022-05-12 00:00:00,-4513.7027621153775,0.0852,short,7567,15.564217569867644,DOGEUSDT,4.047200704225343,0.081585,2022-05-12 12:00:00,0 days 12:00:00,TRAILING STOP
7569,2022-05-29 12:00:00,4716.02162076106,0.0823,long,7569,5.3484401201050975,DOGEUSDT,1.3780072904009668,0.0836,2022-05-31 12:00:00,2 days 00:00:00,TRAILING STOP
7571,2022-06-01 20:00:00,-4755.586495518714,0.08183,short,-1,-0.7782992858565928,DOGEUSDT,-0.2,0.08183,2022-06-05 16:00:00,3 days 20:00:00,SIGNAL
7574,2022-06-14 00:00:00,-7177.891041336405,0.05418,short,7574,-20.39303445863042,DOGEUSDT,-5.243798449612396,0.056909999999999995,2022-06-14 04:00:00,0 days 04:00:00,TRAILING STOP
7576,2022-06-19 16:00:00,6560.449251551917,0.05867000000000001,long,7576,-8.788486064791615,DOGEUSDT,-2.2833074825294055,0.057446500000000005,2022-06-20 00:00:00,0 days 08:00:00,TRAILING STOP
7578,2022-06-30 12:00:00,-6073.0779843007895,0.06309,short,7578,-20.006814092191476,DOGEUSDT,-5.221659533999074,0.06625500000000001,2022-06-30 20:00:00,0 days 08:00:00,TRAILING STOP
7580,2022-07-13 20:00:00,-6307.615691224128,0.06012,short,-1,-15.596147481963852,DOGEUSDT,-4.112757817697934,0.06247,2022-07-15 00:00:00,1 days 04:00:00,SIGNAL
7583,2022-07-20 16:00:00,5096.865997742035,0.07379,long,7583,-19.53827769551733,DOGEUSDT,-5.1949999999999985,0.0701005,2022-07-20 20:00:00,0 days 04:00:00,TRAILING STOP
7585,2022-07-21 00:00:00,5306.444114429265,0.07012,long,-1,-9.915143892252201,DOGEUSDT,-2.664731888191665,0.06839,2022-07-21 12:00:00,0 days 12:00:00,SIGNAL
7588,2022-08-19 16:00:00,-5347.579697462788,0.06922,short,7588,-11.060762723681707,DOGEUSDT,-2.988107483386303,0.071148,2022-08-20 04:00:00,0 days 12:00:00,TRAILING STOP
7590,2022-09-08 00:00:00,-6035.804491605949,0.06097999999999999,short,-1,-0.25277949210856065,DOGEUSDT,-0.0686782551656562,0.06090000000000001,2022-09-08 20:00:00,0 days 20:00:00,SIGNAL
7593,2022-09-23 20:00:00,5783.5978381041505,0.0636,long,7593,-5.4965925789861005,DOGEUSDT,-1.494301886792461,0.062776,2022-09-24 20:00:00,1 days 00:00:00,TRAILING STOP
7595,2022-10-05 12:00:00,5704.467021686896,0.06431,long,-1,-5.634644345341447,DOGEUSDT,-1.535935313326076,0.06345,2022-10-07 00:00:00,1 days 12:00:00,SIGNAL
7598,2022-10-08 00:00:00,-5865.733297492895,0.062369999999999995,short,-1,14.417033927909891,DOGEUSDT,3.9407407407407287,0.05979,2022-10-13 00:00:00,5 days 00:00:00,SIGNAL
7601,2022-10-27 00:00:00,5073.764588547897,0.07265,long,7601,30.207139485555814,DOGEUSDT,8.194900206469374,0.078755,2022-10-27 20:00:00,0 days 20:00:00,TRAILING STOP
7603,2022-10-28 20:00:00,4420.582771240251,0.08478,long,7603,179.39011781514787,DOGEUSDT,47.865828025477704,0.125571,2022-10-29 16:00:00,0 days 20:00:00,TRAILING STOP
7605,2022-10-29 20:00:00,3210.437754139365,0.12786,long,7605,-21.324777376139252,DOGEUSDT,-5.194999999999997,0.121467,2022-10-30 00:00:00,0 days 04:00:00,TRAILING STOP
7607,2022-11-01 16:00:00,2920.8072797225464,0.13907,long,-1,-5.597727151588267,DOGEUSDT,-1.37808297979435,0.13743,2022-11-02 08:00:00,0 days 16:00:00,SIGNAL
7610,2022-11-03 20:00:00,-3156.517449435074,0.1284,short,7610,9.69216258490916,DOGEUSDT,2.3913738317756965,0.125076,2022-11-04 12:00:00,0 days 16:00:00,TRAILING STOP
7612,2022-11-25 20:00:00,4545.94533707235,0.08953,long,7612,-8.02800990582763,DOGEUSDT,-1.972491343683673,0.0879415,2022-11-26 20:00:00,1 days 00:00:00,TRAILING STOP
7614,2022-11-27 00:00:00,4559.0908298468,0.08892,long,7614,47.3032845777951,DOGEUSDT,11.668461538461528,0.09948399999999999,2022-11-27 20:00:00,0 days 20:00:00,TRAILING STOP
7616,2022-11-30 00:00:00,4089.209079520256,0.10146,long,7616,-3.0806833550290795,DOGEUSDT,-0.7425280898876366,0.100909,2022-11-30 16:00:00,0 days 16:00:00,TRAILING STOP
7618,2022-12-16 16:00:00,-5075.663220512977,0.08162,short,7618,10.072174010933708,DOGEUSDT,2.431273584905671,0.07947449999999999,2022-12-17 20:00:00,1 days 04:00:00,TRAILING STOP
7620,2022-12-31 00:00:00,-6086.082667223334,0.0684,short,-1,,DOGEUSDT,,,,,
