ref,date,size,price,direction,parent,pnl $,pair,pnl %,exit_price,exit_date,duration,order_close
420,2022-01-21 12:00:00,-328.3487260479865,1.217,short,420,44.426764689706324,ADAUSDT,11.117797863599009,1.0794000000000001,2022-01-22 12:00:00,1 days 00:00:00,TRAILING STOP
422,2022-02-22 12:00:00,-473.32198848421723,0.863,short,422,-21.261221399020837,ADAUSDT,-5.205000000000003,0.90615,2022-02-23 00:00:00,0 days 12:00:00,TRAILING STOP
424,2022-03-01 00:00:00,420.19634072594476,0.9620000000000001,long,424,-18.606966281490084,ADAUSDT,-4.603076923076945,0.9195999999999999,2022-03-03 00:00:00,2 days 00:00:00,TRAILING STOP
426,2022-03-24 00:00:00,361.47220595455,1.108,long,426,0.8059203567859101,ADAUSDT,0.20122292418771143,1.11245,2022-03-25 00:00:00,1 days 00:00:00,TRAILING STOP
428,2022-03-28 00:00:00,338.4055973361067,1.184,long,428,-9.895351912264804,ADAUSDT,-2.4696874999999934,1.1571,2022-03-28 20:00:00,0 days 20:00:00,TRAILING STOP
430,2022-04-07 12:00:00,-365.1054340263613,1.092,short,-1,0.29902135046763134,ADAUSDT,0.07500000000001038,1.089,2022-04-08 00:00:00,0 days 12:00:00,SIGNAL
433,2022-04-22 12:00:00,-433.90084709723027,0.92,short,-1,7.019647904338997,ADAUSDT,1.7584782608695666,0.902,2022-04-23 16:00:00,1 days 04:00:00,SIGNAL
436,2022-04-25 12:00:00,-467.03712130738637,0.8568,short,436,-20.828192958157572,ADAUSDT,-5.204999999999998,0.89964,2022-04-25 20:00:00,0 days 08:00:00,TRAILING STOP
438,2022-05-05 12:00:00,461.641324809573,0.8578,long,438,-31.875502523716367,ADAUSDT,-8.049452086733506,0.7904,2022-05-05 16:00:00,0 days 04:00:00,TRAILING STOP
440,2022-05-06 12:00:00,-500.1632819623638,0.7789,short,-1,-0.22842457087221668,ADAUSDT,-0.05863397098472336,0.7778,2022-05-07 20:00:00,1 days 08:00:00,SIGNAL
443,2022-05-09 16:00:00,-590.7226040542561,0.6595,short,443,15.484909934989265,ADAUSDT,3.974754359363155,0.631995,2022-05-10 00:00:00,0 days 08:00:00,TRAILING STOP
445,2022-05-12 00:00:00,-757.037681651592,0.5186,short,445,27.067545425684326,ADAUSDT,6.894437909757037,0.48184499999999997,2022-05-12 08:00:00,0 days 08:00:00,TRAILING STOP
447,2022-05-31 12:00:00,608.5043510498832,0.6543,long,447,-20.741351523972604,ADAUSDT,-5.209504814305365,0.62149,2022-05-31 16:00:00,0 days 04:00:00,TRAILING STOP
449,2022-06-11 20:00:00,-705.1000899914403,0.5586,short,449,11.736775277456577,ADAUSDT,2.9798684210526334,0.540855,2022-06-12 12:00:00,0 days 16:00:00,TRAILING STOP
451,2022-07-15 20:00:00,885.1561990700549,0.4478,long,-1,8.845808475406612,ADAUSDT,2.2316882536846854,0.4587,2022-07-18 04:00:00,2 days 08:00:00,SIGNAL
454,2022-07-20 12:00:00,755.3165552645997,0.5269,long,454,-20.60318510205788,ADAUSDT,-5.176988043271967,0.50065,2022-07-20 20:00:00,0 days 08:00:00,TRAILING STOP
456,2022-08-18 00:00:00,-731.6777565463083,0.5384,short,456,54.09156830406383,ADAUSDT,13.73107912332838,0.46347,2022-08-21 08:00:00,3 days 08:00:00,TRAILING STOP
458,2022-08-27 00:00:00,-937.7729617219427,0.4315,short,458,-21.160546793907862,ADAUSDT,-5.229358053302428,0.45317999999999997,2022-08-28 00:00:00,1 days 00:00:00,TRAILING STOP
460,2022-09-07 12:00:00,-867.2908809049072,0.4618,short,-1,-7.399031963175942,ADAUSDT,-1.8473798181030743,0.4694,2022-09-08 08:00:00,0 days 20:00:00,SIGNAL
463,2022-09-22 20:00:00,863.7155860115055,0.4621,long,463,-8.110915546447904,ADAUSDT,-2.0321845920796386,0.453625,2022-09-23 08:00:00,0 days 12:00:00,TRAILING STOP
465,2022-10-29 00:00:00,982.7300647640274,0.4044,long,465,-5.256873712589264,ADAUSDT,-1.3227633531157186,0.399855,2022-10-30 20:00:00,1 days 20:00:00,TRAILING STOP
467,2022-11-04 16:00:00,967.9260409584198,0.4096,long,-1,13.131271842058275,ADAUSDT,3.312109374999992,0.424,2022-11-06 16:00:00,2 days 00:00:00,SIGNAL
470,2022-11-08 16:00:00,-1002.4857902264995,0.398,short,470,64.05245114856066,ADAUSDT,16.053674623115587,0.333375,2022-11-10 00:00:00,1 days 08:00:00,TRAILING STOP
472,2022-12-16 16:00:00,-1448.4243300996195,0.2844,short,-1,27.448654952418806,ADAUSDT,6.663396624472561,0.2649,2022-12-18 12:00:00,1 days 20:00:00,SIGNAL
475,2022-12-20 00:00:00,-1649.9457642983862,0.2529,short,-1,-10.248638114939398,ADAUSDT,-2.4561091340450703,0.2586,2022-12-21 00:00:00,1 days 00:00:00,SIGNAL
