ref,date,size,price,direction,parent,pnl $,pair,pnl %,exit_price,exit_date,duration,order_close
540,2022-03-24 00:00:00,360.65018014476493,1.108,long,540,0.804087609141704,ADAUSDT,0.20122292418771143,1.11245,2022-03-25 00:00:00,1 days 00:00:00,TRAILING STOP
542,2022-03-28 00:00:00,337.63602742007015,1.184,long,542,-9.872848841392987,ADAUSDT,-2.4696874999999934,1.1571,2022-03-28 20:00:00,0 days 20:00:00,TRAILING STOP
544,2022-05-05 12:00:00,463.7310087366,0.8578,long,544,-32.019791437446514,ADAUSDT,-8.049452086733506,0.7904,2022-05-05 16:00:00,0 days 04:00:00,TRAILING STOP
546,2022-05-31 16:00:00,617.3358021569289,0.634,long,546,-22.429599966187496,ADAUSDT,-5.730741324921138,0.5989,2022-05-31 20:00:00,0 days 04:00:00,TRAILING STOP
548,2022-06-06 16:00:00,635.1107354117041,0.6092,long,548,-20.099946447665516,ADAUSDT,-5.195000000000007,0.5787399999999999,2022-06-07 00:00:00,0 days 08:00:00,TRAILING STOP
550,2022-07-20 12:00:00,726.553105686135,0.5269,long,550,-19.81858866800883,ADAUSDT,-5.176988043271967,0.50065,2022-07-20 20:00:00,0 days 08:00:00,TRAILING STOP
552,2022-10-29 00:00:00,937.0270245325595,0.4044,long,552,-5.012396496115885,ADAUSDT,-1.3227633531157186,0.399855,2022-10-30 20:00:00,1 days 20:00:00,TRAILING STOP
