ref,date,size,price,direction,parent,pnl $,pair,pnl %,exit_price,exit_date,duration,order_close
3496,2022-03-23 23:00:00,0.1329979762761934,3004.57,long,-1,0.27168826593700046,ETHUSDT,0.06798976226215213,3012.63,2022-03-24 13:00:00,0 days 14:00:00,SIGNAL
3499,2022-03-28 15:00:00,0.11788284796497542,3390.27,long,-1,-0.9983321569881886,ETHUSDT,-0.24979868860002466,3388.58,2022-03-29 02:00:00,0 days 11:00:00,SIGNAL
3502,2022-03-30 11:00:00,0.11753660844763193,3398.57,long,-1,-4.192323958896174,ETHUSDT,-1.0495072927731397,3369.67,2022-03-30 14:00:00,0 days 03:00:00,SIGNAL
3505,2022-03-30 18:00:00,0.11597531308204596,3437.09,long,-1,-19.978907138712,ETHUSDT,-5.012048564337854,3271.53,2022-03-31 17:00:00,0 days 23:00:00,SIGNAL
3508,2022-04-27 22:00:00,0.13666505025144762,2887.54,long,-1,-0.9995053116159672,ETHUSDT,-0.253279261932301,2886.0,2022-04-28 07:00:00,0 days 09:00:00,SIGNAL
3511,2022-04-28 18:00:00,0.1327502104685674,2971.19,long,-1,-5.333652558729249,ETHUSDT,-1.3522565032865612,2936.92,2022-04-29 00:00:00,0 days 06:00:00,SIGNAL
3514,2022-05-31 00:00:00,0.19680026465904396,1998.78,long,-1,-3.6178107532695685,ETHUSDT,-0.919719028607455,1984.3799999999999,2022-05-31 05:00:00,0 days 05:00:00,SIGNAL
3517,2022-06-19 13:00:00,0.3801275945473093,1032.91,long,3517,18.86399799516902,ETHUSDT,4.804429911608943,1084.653,2022-06-20 00:00:00,0 days 11:00:00,TRAILING STOP
3519,2022-07-21 20:00:00,0.25107301152885114,1578.84,long,-1,-3.0727796481668617,ETHUSDT,-0.7751634111119504,1569.75,2022-07-22 05:00:00,0 days 09:00:00,SIGNAL
3522,2022-07-28 19:00:00,0.23005718535969963,1720.41,long,-1,-1.8625797818217524,ETHUSDT,-0.47059480007671745,1715.7500000000002,2022-07-29 07:00:00,0 days 12:00:00,SIGNAL
3525,2022-10-25 17:00:00,0.2768392248709194,1428.34,long,-1,37.95001790439425,ETHUSDT,9.597381575815293,1568.42,2022-10-26 23:00:00,1 days 06:00:00,SIGNAL
3528,2022-10-27 19:00:00,0.2590476114519082,1555.71,long,-1,-8.963021451474875,ETHUSDT,-2.2240584684806284,1524.19,2022-10-27 22:00:00,0 days 03:00:00,SIGNAL
3531,2022-11-22 16:00:00,0.3533756802936753,1135.36,long,-1,11.041481095022563,ETHUSDT,2.7520548548478176,1168.91,2022-11-23 20:00:00,1 days 04:00:00,SIGNAL
