Initial Portfolio Value,Final Portfolio Value,Total PnL (realized + unrealized),Total Realized PnL,Unrealized PnL,Total Return (%),Annualized Return (%),Sharpe Ratio,Maximum Drawdown (%),Number of Trades,Number of Winning Trades,Number of Losing Trades,Number of Open Trades,Win Rate (%),Number of Stop Loss Signals,Number of Signal Changes,Average Duration of Trades (days),Average PnL per Trade (USDT),Average PnL per Winning Trade (USDT),Average PnL per Losing Trade (USDT),Highest PnL Trade (USDT),Lowest PnL Trade (USDT)
2000,1929.192472507307,-70.807527492693,-70.807527492693,0,-3.5403763746346497,-2.4579216063803626,-2.3165405972129114,3.9358854180044025,6,1,5,0,16.666666666666664,5,1,1.5,-11.801254582115499,2.1712437842875714,-14.595754255396098,2.1712437842875714,-20.66944681824162
