timeOpen,open,high,low,close,volume,marketCap
2024-01-01,2282.8703382432,2352.327940665,2267.0179712648,2352.327940665,6906765990.38,282509699544.44
2024-01-02,2352.5936040869,2431.2123754129,2348.8923886637,2355.8364746171,12910543630.45,283136372945.06
2024-01-03,2355.9813482123,2385.1177891378,2113.9253493259,2210.761891527,19332933580.96,265701513400.92
2024-01-04,2210.5291477289,2294.6082497572,2204.8657128521,2269.0381829774,11044564896.05,272702497877.09
2024-01-05,2269.4093385459,2276.7646435416,2209.5370049777,2268.6472266691,10860953289.88,272655618350.6
2024-01-06,2269.5399167533,2271.359491897,2219.7820719864,2241.6247100644,5970741680.09,269408524949.53
2024-01-07,2242.0126967215,2257.1280056119,2211.5626099427,2222.8658884902,6490053615.23,267155209385.25
2024-01-08,2222.857691307,2358.8157628277,2171.9936825863,2333.032746086,13830287094.7,280393647671.16
2024-01-09,2332.8681013669,2369.6416386035,2243.2193516662,2344.8271586295,14891130715.61,281810605623.02
2024-01-10,2344.9235891055,2626.976713066,2341.9430692618,2582.1035282908,29042100476.35,310327971097.28
2024-01-11,2584.1715125541,2687.7790185098,2567.9937611675,2619.6190776851,22575246883.35,314832271105.49
2024-01-12,2619.1769670112,2710.4219412247,2460.9255069364,2524.4601481181,23623839262.54,303393130318.03
2024-01-13,2522.9338061612,2589.0798502892,2498.5944661585,2576.5979052662,12250316866.58,309658639357.88
2024-01-14,2578.0037400176,2578.3323776159,2470.4243233868,2472.241275463,9405587417.21,297118235336.26
2024-01-15,2471.6668709652,2550.7691364314,2470.820758126,2511.3636967714,9700629999.51,301817746260.66
2024-01-16,2510.6273124722,2613.56691877,2500.0039662782,2587.6911147329,11063317094.53,310990707686.45
2024-01-17,2587.0446577385,2592.7370122622,2508.4329438489,2528.3694055031,10441017520.49,303858773520.86
2024-01-18,2528.5931456777,2546.2640059478,2426.1355641553,2467.018846626,11900028080.34,296481971609.36
2024-01-19,2468.6888660786,2501.3051262158,2414.7109038558,2489.498622694,11405278375.68,299180637171.27
2024-01-20,2489.8476758871,2489.8476758871,2456.095687406,2469.589122734,5297826161.27,296782924448.38
2024-01-21,2469.7985924004,2479.7604880657,2452.3775814614,2453.9130976476,4578471954.64,294903756221.33
2024-01-22,2454.9874059847,2463.4472381708,2303.5026978753,2310.8264015416,13923771728.14,277710357859.37
2024-01-23,2310.951589518,2348.0312816485,2167.2825115671,2240.6859395359,16182147521.1,269281864601.08
2024-01-24,2241.7498719377,2261.38456973,2197.6567801607,2233.5617665404,10134722959.77,268427474609.75
2024-01-25,2233.969871056,2240.3808937212,2173.6864832032,2217.7102754507,9302247036.65,266524737082.1
2024-01-26,2217.441812726,2280.3837470719,2196.1400644235,2267.1997994558,9975117607.46,272471979597.85
2024-01-27,2267.3192417341,2282.5445166386,2252.3853365087,2267.886077765,5144367229.53,272555235893.58
2024-01-28,2268.1927998589,2306.8987236524,2242.6837191554,2257.2088341312,7296214994.2,271274175520.41
2024-01-29,2256.9952487754,2320.027365097,2237.71155131,2317.0641199179,8948195551.16,278470139341.08
2024-01-30,2317.4357258006,2388.8705558953,2298.2820400329,2344.4936977657,10173440062.1,281768999229.49
2024-01-31,2343.558868044,2349.6112073599,2264.4435811689,2282.5445423885,10807883277.42,274322642274.31
2024-02-01,2282.1753010672,2309.8424784049,2243.5718196558,2303.8248223021,8895583112.69,276879517241.74
2024-02-02,2303.7059843835,2323.0534867964,2282.2301264309,2308.0380704094,7186143091.25,277384742647.45
2024-02-03,2307.9801895257,2327.3468513417,2293.5381806546,2296.0382213414,4647754020.93,275941768998.25
2024-02-04,2296.1169403748,2309.0113435998,2272.3049483925,2289.5461210156,5438100034.9,275163535441.69
2024-02-05,2289.2054477896,2334.6767004343,2270.0679490957,2298.8889049578,7277068110.42,276287885418.01
2024-02-06,2298.9551636063,2389.8262434396,2296.7886083253,2372.2018047905,9520885492.97,285099852996.84
2024-02-07,2372.2627142232,2442.6363242108,2353.7061252216,2423.7450539675,9660628536.26,291290954312.07
2024-02-08,2424.0801360881,2459.5567450087,2414.7495767412,2419.9065225029,9941841732.12,290825026391.69
2024-02-09,2419.7736836978,2522.7245803755,2419.3628051407,2487.5156654863,13634203177.48,298941592941.09
2024-02-10,2487.6503402795,2516.7196385273,2475.8576364815,2501.2283097031,6474444159.47,300577536715.13
2024-02-11,2501.1299205658,2537.6791333559,2495.21442429,2507.5705705477,7347245813.2,301336201773.94
2024-02-12,2507.5789107654,2663.8427464676,2473.8119528604,2658.1160212768,13022696865.94,319425795479.87
2024-02-13,2659.5862188878,2686.4550452762,2599.1693534129,2642.185304207,18271237043.62,317506577415.47
2024-02-14,2641.6853848122,2786.8935903093,2621.0252783547,2777.902245811,21448973821.6,333813029761.01
2024-02-15,2777.6014334347,2865.8454515264,2764.0104838477,2824.3789422913,23734481936.55,339396902035.85
2024-02-16,2825.4806399763,2858.4503314793,2760.3310142769,2803.6914132082,17057114638.17,336907249920.48
2024-02-17,2803.735723747,2805.1286003069,2724.387076354,2786.6726715802,17932379942.82,334860860581.61
2024-02-18,2786.7097235958,2892.8435818157,2767.9131527664,2878.9981551892,23355830478.13,345956120895.87
2024-02-19,2881.2969827349,2983.37055143,2860.2636681831,2943.5748006563,15163110588.63,353716174190.18
2024-02-20,2944.1065480002,3031.5244668026,2879.9034181441,3013.5036000099,20341598470.02,362116088266.69
2024-02-21,3015.6532748239,3017.1903949804,2875.4183806347,2970.3555817277,18897136866.62,356926554787.34
2024-02-22,2969.5997887807,3030.665975114,2907.109334608,2971.0073275365,18058908246.15,356999419254.14
2024-02-23,2970.1395572875,2991.3295354392,2906.5837501723,2921.6583093606,12822717058.56,351061910874.88
2024-02-24,2921.9629837563,3003.1951783518,2907.7006261723,2992.3860957317,10701688842.28,359554764533.4
2024-02-25,2992.3667151031,3117.4290251364,2984.3929946486,3112.6973529916,14620450463.8,374009336729.28
2024-02-26,3112.5290211809,3197.3750468533,3037.9545468347,3178.9936936058,17504464351.23,381973378115.51
2024-02-27,3178.404966824,3287.9580523622,3167.8305386589,3244.5192465031,21090315368.02,389840801982.15
2024-02-28,3243.893190606,3485.4508465621,3201.5759216815,3385.7039697372,32885894264.55,406795707755.71
2024-02-29,3386.8026685869,3518.9691433387,3303.9053664501,3341.9196033518,28469171094.48,401521910329.79
2024-03-01,3341.9657966511,3452.6262589986,3341.8510568769,3435.0539291971,16880101986.53,412694537324.83
2024-03-02,3436.1591270651,3459.7474094914,3398.8989905532,3422.0499214588,12024340617.03,411121225380.6
2024-03-03,3422.8752278555,3491.1685244957,3372.2141275478,3490.9936365072,13643324466.84,419394728670.73
2024-03-04,3489.340085297,3641.4592187664,3446.0174960025,3630.4338191612,26772963830.12,436135402402.68
2024-03-05,3631.9289398051,3828.1595983796,3224.1194435907,3554.9646483227,47706899136.72,426939973586.42
2024-03-06,3554.0678215221,3901.4343209377,3502.8024694795,3819.2263127658,34938642613.49,458654737259.72
2024-03-07,3818.3110545224,3939.5939969521,3738.6853028509,3874.34770171,22457177586.62,465421528099.82
2024-03-08,3874.8308219558,3998.8262970391,3828.3633617664,3892.0611394225,26135487051.07,467479204410.04
2024-03-09,3892.1192458942,3950.3964482237,3880.65902772,3915.4188666516,11926623779.52,470282726399.39
2024-03-10,3915.5906103961,3968.7237511992,3800.5644171887,3881.1931892574,15783924355.16,466138296994.82
2024-03-11,3881.2377350386,4087.0499697852,3745.1252472431,4066.4449901418,28806262506.99,488401773064.44
2024-03-12,4066.6903533977,4092.2841423537,3831.8898565331,3980.2732438521,26917010932.18,478003888346.22
2024-03-13,3980.2651509852,4083.0072485423,3936.6271885915,4006.4569519054,22028114690.77,481048430653.87
2024-03-14,4005.7451873661,4011.1027698424,3721.7886722247,3883.1403559222,25434810822.75,466276052158.82
2024-03-15,3882.8568189745,3928.7755738789,3571.7746979688,3735.2202545607,33505075433.33,448641609936.25
2024-03-16,3736.1049053457,3780.8944949555,3468.0793035993,3522.8601999489,20199855931.51,423047432765.48
2024-03-17,3523.029840491,3676.2635268044,3414.1723814514,3642.4130062163,19938757095.26,437365362293.23
