timeOpen,open,high,low,close,volume,marketCap
2024-01-01,101.5128100998,109.5086792101,101.5128100998,109.5086792101,2157671990.39,47090921460.2
2024-01-02,109.5490633162,116.8824911028,106.3889883633,106.6112176597,3782057552.64,45844632122.14
2024-01-03,106.6165309948,109.8480887731,92.9236647101,98.5944399406,5472216594.93,42397055220.06
2024-01-04,98.5869748223,107.9824647334,97.1083268411,105.0775345746,3272723247.05,45207060498.53
2024-01-05,105.0520106915,105.2354304347,95.9427253988,99.9787925731,3022127825.74,43103713121.13
2024-01-06,99.987990613,100.0374100059,92.0227918135,93.8577212913,2235902092.36,40477077058.89
2024-01-07,93.8603521731,96.6923999266,88.2234552262,89.2763469989,2288061691.69,38549501330.29
2024-01-08,89.2781780385,99.7618695707,85.6467007601,97.7904454168,4152448359.92,42237863322.44
2024-01-09,97.8160351445,103.7961668615,95.8937912629,99.4091890021,4070131683.36,42936802212.18
2024-01-10,99.3842384172,105.0823738318,92.5632608289,102.0330218515,4216429513.64,44063260014.84
2024-01-11,102.1036548493,106.9357343236,98.4125018964,99.9094415986,4174026719.18,43180158130.69
2024-01-12,99.9118696684,100.2544945494,88.3098482319,91.7209085446,2868799887.89,39640966832.35
2024-01-13,91.7597389354,96.9176447207,89.7544917461,95.7300497253,1880329064.95,41407829286.0
2024-01-14,95.7326471662,102.1735819686,93.8905646558,94.1331412224,2736734724.73,40716891332.77
2024-01-15,94.0365475468,96.8212324003,93.2411108996,94.4902249701,1755858498.77,40884383289.93
2024-01-16,94.4383493117,98.5953069507,94.3966809951,97.6269142107,1806576879.31,42242678606.96
2024-01-17,97.6158080295,102.4337362014,97.0551606299,102.0636024387,3220344762.81,44173861651.09
2024-01-18,102.0294973015,102.9231418729,92.1405799867,94.2509566185,2684524712.92,40791006370.9
2024-01-19,94.2506724242,95.1647300943,87.4836592607,93.3861704099,2631067383.09,40428014064.37
2024-01-20,93.3938021806,94.0253124026,90.49375491,92.5698356029,1204443545.51,40074327320.01
2024-01-21,92.5895273088,93.7137867957,90.8484332896,90.8484332896,894963197.47,39339877376.47
2024-01-22,90.903693878,91.6361600945,82.6597648147,83.6228111686,2662287481.36,36210732592.34
2024-01-23,83.6218398416,85.8401836646,79.0666941892,84.2745052054,2990436327.17,36503053042.26
2024-01-24,84.2872649142,89.2677202058,83.4186829568,88.7320065218,2352477735.58,38434388688.28
2024-01-25,88.737797142,89.3768249753,85.2736780434,86.8892116072,1674093023.78,37645386638.01
2024-01-26,86.8894502269,93.5286723642,86.1483950448,92.4423700574,2027305107.36,40051732062.32
2024-01-27,92.3876285941,94.4376148116,90.8447609178,94.1632153,1256585306.52,40808775857.36
2024-01-28,94.1818970731,99.3773735518,93.5383304661,95.9379822346,2425625612.03,41577492468.44
2024-01-29,95.9379822346,101.7719112238,95.1761345745,101.5666670031,2604890574.81,44219659597.08
2024-01-30,101.5666670031,106.2134590384,101.1093919576,101.4729783132,3328090832.82,44190898509.94
2024-01-31,101.4492535259,102.5480678169,96.103595289,97.028708523,3814467068.33,42279995731.26
2024-02-01,97.0248408912,97.9441881542,93.3791924476,97.846696899,2951395443.99,42658921528.67
2024-02-02,97.834693591,102.4126277467,97.5741548755,100.4405249866,2574044076.59,43789388703.93
2024-02-03,100.4511333903,101.0589814025,96.8125789706,97.8799829113,1349320818.75,42684724572.66
2024-02-04,97.8850595879,98.4575904794,95.266372415,95.4769596685,1304106726.12,41636501944.27
2024-02-05,95.4714685735,98.5440423634,94.2925248186,95.5486567914,1635327053.65,41679149743.02
2024-02-06,95.5496147671,97.7907897317,93.2807391527,96.8610762768,1699997346.24,42251383320.5
2024-02-07,96.8618931413,101.2366005026,94.7202250538,100.9792765301,1733607188.81,44114747715.49
2024-02-08,100.9954998139,104.7980446568,100.5536978113,102.7856335304,2288429230.42,44903265383.78
2024-02-09,102.7901755349,108.9877231566,102.7901755349,106.9333353328,2852770180.11,46732145804.68
2024-02-10,106.9336623057,110.7427882935,106.9336623057,109.1314699236,1836561569.95,47692621210.13
2024-02-11,109.1166753593,110.5568695229,107.35765278,107.4952864041,1370383842.92,47008921890.01
2024-02-12,107.49262721,112.0696636443,103.6092910822,111.9927489949,2650731894.32,48975434169.51
2024-02-13,111.9772494402,114.8106484543,108.4937803024,112.5793045127,2709494768.19,49245695574.8
2024-02-14,112.5749696252,118.3277827099,110.8784737545,116.9763278186,2391239729.4,51168708471.08
2024-02-15,116.9853859789,118.3064922612,111.7758774889,113.6994088808,2471486177.97,50087587751.22
2024-02-16,113.6730699583,114.2530926863,108.348725915,110.4459156679,1921299578.53,48651395018.09
2024-02-17,110.4433025896,111.0730407153,106.1252219328,108.9840192889,1370606631.42,48018264807.22
2024-02-18,108.987605942,114.0013804068,107.6067187744,112.1746725413,1516321333.97,49437771948.54
2024-02-19,112.1788227511,114.7179766139,111.0814155323,111.485331291,1898655220.07,49133757690.38
2024-02-20,111.4834460858,112.0367413985,104.8902284239,108.4596378554,2656976088.9,47813443199.68
2024-02-21,108.4526691882,108.4526691882,100.4120195429,105.1252222633,2246861646.82,46343257302.27
2024-02-22,105.1203064697,106.9954071814,101.6424012828,101.6697900488,1830636003.79,44832523183.21
2024-02-23,101.674623541,103.02283463,98.9583537946,99.9546962833,1483285120.02,44076070574.79
2024-02-24,99.9543755697,104.6453914727,98.585206723,104.1335234863,1083637513.88,45931500095.34
2024-02-25,104.1326684269,104.3299374243,102.1710313675,103.4534925489,909662461.95,45631391775.02
2024-02-26,103.4507064766,110.5803543926,100.4552035941,109.9185298173,2334408023.08,48496288090.04
2024-02-27,109.9187877266,112.2047132401,105.8969310096,108.3880868229,2723995105.89,47942351648.22
2024-02-28,108.3992352381,118.0521972068,107.4608740766,118.0521972068,5029492552.73,52249842439.92
2024-02-29,118.2387447778,134.4657029944,117.6675177691,125.7115161308,6950123901.53,55633849061.16
2024-03-01,125.6367040869,137.6018722479,125.6367040869,129.990397424,4743077737.54,57563108314.36
2024-03-02,129.9823155952,131.4548696744,127.6808893218,129.7001744521,2741772676.36,57434332381.15
2024-03-03,129.793386819,132.0627462785,125.7693275932,130.4508641103,2875614168.47,57782564591.67
2024-03-04,130.4232339344,134.8741712278,127.7981398999,133.1945790626,4429758300.13,58914150625.05
2024-03-05,133.1593690284,142.6509352836,109.5387583745,125.7067098363,8980294607.31,55614018119.17
2024-03-06,125.6992138858,134.8106275504,120.3173346858,130.7420202634,5146680158.96,57850874885.99
2024-03-07,130.7420202634,149.2247287832,130.7017572272,143.9778597987,7111178325.47,63801239283.41
2024-03-08,143.9772841739,152.4179239682,142.5361472664,145.240039143,5474659974.2,64360205716.59
2024-03-09,145.2403203369,149.3512847988,144.2903691016,144.6072583841,2946261381.23,64096767397.98
2024-03-10,144.6073343293,148.6719276322,140.8399887147,144.5151840443,3407621981.0,64055231607.5
2024-03-11,144.5144865849,150.0179751634,137.6329868205,148.7509675632,5383624184.2,65976301021.0
2024-03-12,148.7496839667,154.9422949258,142.8701542239,151.0154447409,6413617982.8,66980515085.21
2024-03-13,151.0154447409,166.4487593107,148.9456190667,163.8398136601,5917471836.1,72668118573.65
2024-03-14,163.8399322101,177.8926276641,160.2335581511,176.6797551198,8399967971.85,78373508249.59
2024-03-15,176.6797551198,188.5013617708,165.4127201378,182.9646984744,14093348410.08,81165758924.9
2024-03-16,182.9675105582,197.6559970548,177.4612712147,181.8803407938,11794134069.35,80716457995.81
2024-03-17,181.8803407938,204.2925453175,179.2255970494,202.1235607856,10876218561.57,89697345896.0
2024-03-18,202.1226040964,209.6960618569,194.8494080814,195.9927520823,11137647409.7,86998068120.46
2024-03-19,195.9927520823,198.2410709,166.176735886,170.0162748715,11658593921.57,75466865630.06
2024-03-20,170.0162748715,192.9118194235,163.2962696776,191.5496193378,8673957460.22,85046806349.53
2024-03-21,191.5496193378,195.3061260617,176.2833179466,179.2207460832,5613811274.96,79575489104.09
2024-03-22,179.2398091874,181.3232397299,167.8778525683,174.3637086084,4150938142.38,77430916620.27
2024-03-23,174.3637086084,178.8001094295,171.0169698444,172.9022482533,2711581880.97,76777960668.96
2024-03-24,172.8978673329,186.6294245728,171.6737275536,183.5734516463,2661231892.98,81539943651.14
