ref,date,size,price,direction,parent,pnl $,pair,pnl %,exit_price,exit_date,duration,order_close
8871,2022-01-07 05:00:00,-533.4406615944462,0.7492,short,-1,-9.44968794388097,XRPUSDT,-2.3644687666844617,0.7654,2022-01-07 09:00:00,0 days 04:00:00,SIGNAL
8874,2022-01-07 16:00:00,-531.5588747141977,0.7482,short,-1,-7.978645553572672,XRPUSDT,-2.0061347233360154,0.7617,2022-01-07 23:00:00,0 days 07:00:00,SIGNAL
8877,2022-01-11 00:00:00,535.3672321738394,0.7399,long,-1,-0.8992028031591688,XRPUSDT,-0.2270036491417729,0.7397,2022-01-11 12:00:00,0 days 12:00:00,SIGNAL
8880,2022-01-25 23:00:00,636.2502879410121,0.6223,long,-1,-7.08445608113673,XRPUSDT,-1.7892816969307266,0.6124,2022-01-26 02:00:00,0 days 03:00:00,SIGNAL
8883,2022-02-12 23:00:00,476.7650494806101,0.8275,long,-1,-2.4084263239562302,XRPUSDT,-0.610465256797578,0.8241,2022-02-13 03:00:00,0 days 04:00:00,SIGNAL
8886,2022-02-18 23:00:00,501.90023485476297,0.7852,long,-1,-1.8912604649797076,XRPUSDT,-0.4799032093734054,0.783,2022-02-19 10:00:00,0 days 11:00:00,SIGNAL
8889,2022-03-29 17:00:00,-457.2702987172693,0.8609000000000001,short,-1,-2.343601734985679,XRPUSDT,-0.5953304681147459,0.8643,2022-03-30 06:00:00,0 days 13:00:00,SIGNAL
8892,2022-04-14 22:00:00,544.1402547340091,0.7227,long,-1,29.328724417959307,XRPUSDT,7.458032378580325,0.7781,2022-04-15 11:00:00,0 days 13:00:00,SIGNAL
8895,2022-04-21 17:00:00,526.5975627730115,0.7578,long,-1,-5.111893180862724,XRPUSDT,-1.2809976247030859,0.7496,2022-04-21 19:00:00,0 days 02:00:00,SIGNAL
8898,2022-04-26 21:00:00,-613.2094835780227,0.649,short,-1,-2.7601785274813846,XRPUSDT,-0.6935593220338955,0.6522,2022-04-27 05:00:00,0 days 08:00:00,SIGNAL
8901,2022-04-29 11:00:00,-643.801087737641,0.6174,short,-1,-1.6971884274940128,XRPUSDT,-0.426984126984138,0.6188,2022-04-30 03:00:00,0 days 16:00:00,SIGNAL
8904,2022-05-05 15:00:00,-643.56456487167,0.617,short,-1,3.779719045947802,XRPUSDT,0.9518800648298209,0.6099,2022-05-06 02:00:00,0 days 11:00:00,SIGNAL
8907,2022-05-11 23:00:00,-969.7754852617028,0.4103,short,-1,2.116438019035143,XRPUSDT,0.5319034852546924,0.4073,2022-05-12 02:00:00,0 days 03:00:00,SIGNAL
8910,2022-05-18 15:00:00,-963.2932196903133,0.4134,short,-1,1.132062191780058,XRPUSDT,0.28427672955974886,0.4114,2022-05-18 23:00:00,0 days 08:00:00,SIGNAL
8913,2022-05-19 16:00:00,944.6502313203329,0.42189999999999994,long,-1,5.148249295672761,XRPUSDT,1.2917515999052105,0.4282,2022-05-20 12:00:00,0 days 20:00:00,SIGNAL
8916,2022-05-22 10:00:00,948.4371085495965,0.4213,long,-1,-4.683856660572175,XRPUSDT,-1.1722050795157828,0.4172,2022-05-22 16:00:00,0 days 06:00:00,SIGNAL
8919,2022-05-23 00:00:00,945.0941639054697,0.4217,long,-1,1.374450442567695,XRPUSDT,0.3448660184965541,0.424,2022-05-23 15:00:00,0 days 15:00:00,SIGNAL
8922,2022-05-24 21:00:00,981.5830064182277,0.4064,long,-1,0.8691917521833746,XRPUSDT,0.21788877952756755,0.4081,2022-05-25 07:00:00,0 days 10:00:00,SIGNAL
8925,2022-05-25 19:00:00,981.7687539830717,0.4065,long,-1,-6.879057305408571,XRPUSDT,-1.723690036900365,0.4003,2022-05-26 07:00:00,0 days 12:00:00,SIGNAL
8928,2022-05-27 10:00:00,1003.8227195105022,0.3962,long,-1,-17.94363225806608,XRPUSDT,-4.51168601716305,0.3791,2022-05-27 19:00:00,0 days 09:00:00,SIGNAL
8931,2022-06-15 19:00:00,1232.0394503274713,0.3199,long,-1,12.87370342041678,XRPUSDT,3.266364488902782,0.331,2022-06-16 07:00:00,0 days 12:00:00,SIGNAL
8934,2022-06-23 20:00:00,1191.6539161169294,0.3329,long,-1,44.32511656006019,XRPUSDT,11.173415440072107,0.3708,2022-06-24 13:00:00,0 days 17:00:00,SIGNAL
