Lag,Pearson_Twitter,Spearman_Twitter,Kendall_Twitter,Granger_Sentiment_Twitter_Price,Granger_Price_Twitter_Sentiment
-24,0.1050453967033859,0.09735044813290959,0.07427188875309142,,
-23,0.044589381107489404,0.01850445956256126,0.014046317314048413,,
-22,0.06550586058787547,0.06330769684578656,0.04862249957849627,,
-21,-0.007512640305521276,0.024492806460871652,0.01932794587330016,,
-20,-0.0168320370069848,0.006302219631036506,0.006052245126897016,,
-19,-0.07181578625632566,-0.08200022513282851,-0.06378349921973861,,
-18,-0.0331224358264788,-0.019083968986190584,-0.015270874246130467,,
-17,0.012358051715085406,0.04196088156698065,0.032194330600661125,,
-16,-0.028672423554726132,-0.029035868050464344,-0.022573363504642487,,
-15,0.010768372354433831,0.047587796518151766,0.036996904258346036,,
-14,0.006684433673042578,-0.027849305440363997,-0.022135049259634772,,
-13,0.021897923696280193,0.04550204610312225,0.035280378449287005,,
-12,-0.025383075995898306,-0.0027376333284552068,-0.00206810914590529,,
-11,0.06388789002871445,0.0873102694691108,0.06767563656571852,,
-10,0.025051635511530373,0.04126903148130128,0.032173384031591805,,
-9,-0.0006242740496180807,-0.03657678653855795,-0.027401998346791228,,
-8,0.004144876677216235,-0.006123970874281105,-0.0058812197537573925,,
-7,-0.11223660190184777,-0.1665715822774884,-0.12939405316019034,,
-6,-0.16113466380051755,-0.22947843067935916,-0.17731686324658621,,
-5,-0.15762472293266888,-0.16735940755710796,-0.129327886431818,,
-4,-0.10744302110185061,-0.13565842715925852,-0.1046416790673821,,
-3,-0.14932506394895587,-0.19983525502715255,-0.15426724503326986,,
-2,-0.09337082853640216,-0.01145002428433749,-0.009750953942119405,,
-1,-0.12848975164857687,-0.10549375598471117,-0.08263181955007527,,
0,0.1144983430515002,0.25236442361274336,0.19998118617758376,,
1,-0.03877751444174331,0.04517420984379901,0.0363792661438291,0.3045396903106418,0.0013912613494287047
2,0.022313617121852813,0.04744091016531753,0.036656717265775685,0.45746375698225805,0.00026849084450204227
3,-0.04831310088105291,-0.019645466506787987,-0.01315605794291685,0.4011613701590856,0.00016397888965000938
4,-0.06346655511424742,-0.025724574275574445,-0.0198720889884824,0.38096448909807523,7.448446967254859e-05
5,-0.08540897536163451,-0.0927207091823328,-0.07299392990939038,0.36039191108440116,5.123047744911167e-05
6,-0.07726268677959344,-0.05709231734617291,-0.044645609687539486,0.4574075260656516,7.346278992822036e-06
7,-0.17197690564381474,-0.12253518470885433,-0.09529907105867745,0.08717546236907024,1.9981863778902755e-06
8,-0.1370433563135402,-0.11137798576086615,-0.08775099026879195,0.04878517296510475,1.0350362348599466e-06
9,-0.08809406588128624,-0.08742255868703207,-0.06646718570196279,0.07938538709458885,6.23791197195237e-07
10,-0.016176796360371185,0.01847957544103408,0.014046209073844542,0.11261566753012603,2.0102977804807607e-06
11,-0.06511409801366398,-0.05781788411769285,-0.045955809113212016,0.16315297424520908,2.5297840259158475e-06
12,-0.0140413229254265,0.0373153559857844,0.029953871231905016,0.11204824579657895,3.6458174376909446e-06
13,-0.0858651418739784,-0.055270686509807807,-0.04121078445707985,0.05120067876099509,7.5718587879768e-06
14,0.03959733639306773,0.04074036154922508,0.03287244756044442,0.0699072012088581,9.986317407598991e-06
15,0.029384329519216178,0.044557122987289054,0.035334218389681135,0.1149986597167498,2.246332941777324e-05
16,0.0034542239738204437,0.01295045077188687,0.009126498180671468,0.09665405107637785,4.326775241544176e-05
17,0.020690859820910366,0.035598926879156334,0.026531641895171335,0.11189088411583958,3.490200729406886e-05
18,-0.04485903169444783,-0.045051656226605515,-0.0338589220487607,0.1620087848558744,4.203335774476528e-05
19,-0.14880315738796532,-0.13552496102437026,-0.10457431501420068,0.07383299430427383,5.028329641010259e-05
20,0.004768585609511183,0.04083670365443974,0.031967665233519016,0.03550085018334308,6.610742528410231e-05
21,-0.049867222228177494,-0.10073796502024018,-0.07885557380535162,0.014520847013440646,0.00013564603913229672
22,-0.13702386364474517,-0.11033541283007862,-0.08553703018750232,0.006331088291096933,0.00018844893454075635
23,-0.10704231394783513,-0.07830038768328604,-0.0616638529888027,0.005936372137656952,5.309389875576907e-05
24,-0.09549181873244637,-0.088584426613586,-0.06880497762899676,0.004961061925529074,5.184552247576908e-05
