Initial Portfolio Value,Final Portfolio Value,Total PnL (realized + unrealized),Total Realized PnL,Unrealized PnL,Total Return (%),Annualized Return (%),Sharpe Ratio,Maximum Drawdown (%),Number of Trades,Number of Winning Trades,Number of Losing Trades,Number of Open Trades,Win Rate (%),Number of Stop Loss Signals,Number of Signal Changes,Average Duration of Trades (days),Average PnL per Trade (USDT),Average PnL per Winning Trade (USDT),Average PnL per Losing Trade (USDT),Highest PnL Trade (USDT),Lowest PnL Trade (USDT)
2000,1986.0650962768905,-13.934903723109528,-13.934903723109528,0,-0.6967451861554763,-0.4815609098681959,-0.6164990857302362,4.258141114673809,12,4,8,0,33.33333333333333,7,5,0.6666666666666666,-1.161241976925794,22.731330354626998,-13.107528142702236,38.945007265100486,-23.90462871004399
