Initial Portfolio Value,Final Portfolio Value,Total PnL (realized + unrealized),Total Realized PnL,Unrealized PnL,Total Return (%),Annualized Return (%),Sharpe Ratio,Maximum Drawdown (%),Number of Trades,Number of Winning Trades,Number of Losing Trades,Number of Open Trades,Win Rate (%),Number of Stop Loss Signals,Number of Signal Changes,Average Duration of Trades (days),Average PnL per Trade (USDT),Average PnL per Winning Trade (USDT),Average PnL per Losing Trade (USDT),Highest PnL Trade (USDT),Lowest PnL Trade (USDT)
2000,2210.227548304743,210.22754830474287,210.22754830474287,0,10.511377415237142,7.144199128307638,1.1402851137741592,5.459505197771218,51,22,29,0,43.13725490196079,24,27,0.5098039215686274,4.122108790289076,23.08117207507882,-10.260628874034131,91.07264211294041,-21.556605443231724
