Initial Portfolio Value,Final Portfolio Value,Total PnL (realized + unrealized),Total Realized PnL,Unrealized PnL,Total Return (%),Annualized Return (%),Sharpe Ratio,Maximum Drawdown (%),Number of Trades,Number of Winning Trades,Number of Losing Trades,Number of Open Trades,Win Rate (%),Number of Stop Loss Signals,Number of Signal Changes,Average Duration of Trades (days),Average PnL per Trade (USDT),Average PnL per Winning Trade (USDT),Average PnL per Losing Trade (USDT),Highest PnL Trade (USDT),Lowest PnL Trade (USDT)
2000,1862.5688936506288,-137.43110634937125,-137.43110634937125,0,-6.871555317468562,-4.7962367697231345,-2.1383360820614716,8.555243585546352,22,5,17,0,22.727272727272727,13,9,2.0,-6.246868470425966,11.01768219710452,-11.324677490287897,28.072150203644206,-20.9068869929233
