Lag,Pearson_Twitter,Spearman_Twitter,Kendall_Twitter,Granger_Sentiment_Twitter_Price,Granger_Price_Twitter_Sentiment
-24,0.028725733665887754,0.032419540291147506,0.022406147986720918,,
-23,0.04143830807152537,0.03299882624305036,0.02268456280305517,,
-22,0.034889838956822704,0.028557368487246677,0.019684609091173536,,
-21,0.037148131737044274,0.03305293071156905,0.023022786523683895,,
-20,0.04165428992521482,0.03498864227466903,0.02433614546596491,,
-19,0.055762035381688176,0.03801118719278593,0.02618187523031729,,
-18,0.04835714774000495,0.038275844839907695,0.02644300884370958,,
-17,0.052189592538935854,0.04503887474178449,0.031060508802000064,,
-16,0.04775416556020854,0.03888509100736809,0.026821675317590242,,
-15,0.04667409517478819,0.04427333499291208,0.030458243386041077,,
-14,0.044545271954513965,0.04179088352108912,0.02884695213414993,,
-13,0.04834358573440401,0.04464900039839421,0.030833695570198418,,
-12,0.04795266381365999,0.04002421277330563,0.02756529226347663,,
-11,0.043393263916854156,0.03288456526356192,0.022659178659190336,,
-10,0.041628399653230286,0.027481566224534296,0.018850426417255386,,
-9,0.034332358334392604,0.019773115698184424,0.013491920505082541,,
-8,0.030625076264342896,0.016584217202391283,0.01137785920798369,,
-7,0.041874815282193785,0.021601145456481022,0.014414873774844957,,
-6,0.04260991467094156,0.03298810018806274,0.02257622516309597,,
-5,0.04557345830184489,0.0237758064269826,0.016191159682023726,,
-4,0.03814516704845235,0.022270263666038206,0.014993942929765596,,
-3,0.02871297181052802,0.022083276131916043,0.015157981393673452,,
-2,0.030645152590707967,0.02494785071110633,0.01743919005076324,,
-1,0.022615113962534128,0.021518444209991574,0.015011595946883463,,
0,0.017612165332902156,0.012610977797431741,0.008577678773573948,,
1,0.027263552140684932,0.015384944887445247,0.010709516881511047,0.010019502723574329,0.12010915977705255
2,0.019180446633764846,0.012653399947757004,0.008749476033920765,0.010863607838663997,0.010753322413700266
3,0.018952378746082105,0.010490452010127849,0.007155282182162643,0.025147628612007863,0.008295138312577206
4,0.018813459114215707,0.01656582580292853,0.011261061883784042,0.04749922082242196,0.0005787918398104687
5,0.02601256633081074,0.02227205190060566,0.015164857558868277,0.009733080614864924,1.2657716648119827e-05
6,0.02095751819232855,0.016472283505916854,0.011164832915090834,0.016519201217632236,9.868132077304347e-06
7,0.025603295573047736,0.022023574934067692,0.014958081588548564,0.012786175552353049,1.745477130225991e-05
8,0.024414049756994377,0.015964721178768432,0.010762544822248447,0.022106508599368323,5.927554069664701e-06
9,0.02094481591658364,0.011807625941877146,0.007944960370601648,0.034526498399546975,1.9938235589356347e-06
10,0.020286522292049424,0.01288877269683013,0.00868020093244927,0.050388505127743476,2.0716258216279167e-07
11,0.020041297822009675,0.015781440805374993,0.010650724933793921,0.07899040952767128,8.394197277429926e-08
12,0.018346504830429603,0.009798988791472401,0.006521355062148772,0.11498438634023558,2.8042026764307602e-08
13,0.005581273327787621,-0.0013969619327117867,-0.001092342668107397,0.018018853411207316,1.7620831014616687e-08
14,0.0010630866438000085,-0.004255028465257744,-0.0030605537999346044,0.019960193374864,2.8743219857453248e-08
15,0.005115894816675395,-0.006891194811057946,-0.0050108980375420985,0.022003609862458657,8.838434112334115e-09
16,0.0033432173493873583,-0.004233676390219001,-0.003262428195930471,0.034583783128664725,4.932285064424599e-10
17,0.009502163249953358,-0.0037763811166114094,-0.0031477000348498767,0.0360571816643721,5.277068168787251e-11
18,0.0038394090538168037,-0.0018145761290801754,-0.0016162478011024293,0.036526181993640064,3.08803922022133e-11
19,0.008943716999250274,-0.006460714751819068,-0.004970654253200762,0.0368254677615207,2.090834115308551e-12
20,-0.004833846343782062,-0.006258750177769087,-0.004949080163380689,0.002860121467700997,1.621342393393152e-13
21,-0.013792012801683066,-0.0030646772012707705,-0.0025597454337731337,0.00036993603632250676,8.341565242405424e-14
22,-0.005562250319388005,0.005016150438906771,0.003297979287326571,0.0004106572754687901,5.91569042266159e-14
23,0.0015772189561329142,0.01388846232420889,0.009553464564166125,0.0004660144162051262,1.1222146745055437e-15
24,0.00600175405966697,0.011917603440379851,0.008059787375234126,0.000280919838294358,2.1794160293509124e-17
