Initial Portfolio Value,Final Portfolio Value,Total PnL (realized + unrealized),Total Realized PnL,Unrealized PnL,Total Return (%),Annualized Return (%),Sharpe Ratio,Maximum Drawdown (%),Number of Trades,Number of Winning Trades,Number of Losing Trades,Number of Open Trades,Win Rate (%),Number of Stop Loss Signals,Number of Signal Changes,Average Duration of Trades (days),Average PnL per Trade (USDT),Average PnL per Winning Trade (USDT),Average PnL per Losing Trade (USDT),Highest PnL Trade (USDT),Lowest PnL Trade (USDT)
2000,2017.8756686228155,17.87566862281551,17.87566862281551,0,0.8937834311407756,0.6162274452703584,-0.08751125142375052,5.2509438094430765,18,4,14,0,22.22222222222222,18,0,0.5,0.9930927012675284,58.98597887107508,-15.576303347248835,179.4084366092094,-32.79587457423363
