Initial Portfolio Value,Final Portfolio Value,Total PnL (realized + unrealized),Total Realized PnL,Unrealized PnL,Total Return (%),Annualized Return (%),Sharpe Ratio,Maximum Drawdown (%),Number of Trades,Number of Winning Trades,Number of Losing Trades,Number of Open Trades,Win Rate (%),Number of Stop Loss Signals,Number of Signal Changes,Average Duration of Trades (days),Average PnL per Trade (USDT),Average PnL per Winning Trade (USDT),Average PnL per Losing Trade (USDT),Highest PnL Trade (USDT),Lowest PnL Trade (USDT)
2000,2019.0548974409292,19.054897440929153,19.054897440929153,0,0.9527448720464576,0.6568194133151738,-0.4580585475503781,1.8388743211360958,15,7,8,0,46.666666666666664,1,14,0.06666666666666667,1.2703264960619436,10.901365234078698,-7.156832399702716,25.42378647271628,-17.664298076858785
